Patron,Card Barcode,Year Joined,Patron Phone,Book Barcode,Title,Year,Author,Author Year,Publisher,Publisher Phone,Checkout,Due,Returned
Leland Weiss,4299571220394167018668767,2013,913-870-1645,6530928175225374107057141,"Analysis, Vol I",1552,"Tao, Terence",1433,Bodley Head,(172) 571-4178,2458289.5,2458302.5,1
Dusti Pate,3619920604129964426583825,1983,1-033-501-1943,9572896147880733422967715,Slaughterhouse Five,1804,"Vonnegut, Kurt",1620,vikas,084-702-6767,2458125.5,2458146.5,1
Drew Gonzalez,5376103477720243579162264,1979,(412) 666-0506,5240075323670945810720658,Econometric Analysis,1026,"Greene, W. H.",1993,HarperCollins,(158) 998-2435,2458140.5,2458155.5,1
Harvey Hopkins,7082077589814192654667622,2011,274-929-3335,2347539134555941824676549,Simpsons & Their Mathematical Secrets,1908,"Singh, Simon",1772,Wiley,024-858-6102,2458276.5,2458304.5,1
Irmgard Harding,5167849246197346073040370,1994,1-235-585-9499,5686119601510831778440007,Ayn Rand Answers,1648,"Rand, Ayn",1805,Mauj,(281) 493-2802,2458212.5,2458216.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,1903815622449252633848683,"Signal and the Noise, The",1128,"Silver, Nate",1469,HarperCollins,(158) 998-2435,2458209.5,2458210.5,1
Bryan David,0557932438548234219826200,2004,1-581-451-6359,8539707701283568776689015,"Outsider, The",1217,"Camus, Albert",1719,HarperCollins,(158) 998-2435,2458233.5,2458264.5,1
Dallas French,0189639962362105313664589,1991,140.869.7386,4723280022168979011478341,Doctor in the Nude,1533,"Gordon, Richard",1845,Elsevier,359.226.5396,2458127.5,2458135.5,1
Barney Hart,5128664476629915847604278,1982,959.342.6988,8547559881460840864604077,Asami Asami,1528,"Deshpande, P L",1545,Random House,502.110.3821,2458257.5,2458273.5,1
Martin Lowe,7000578059379359669442274,1997,+1-(477)-925-1033,2160973507186118159026709,Maqta-e-Ghalib,1594,"Garg, Sanjay",1933,Pan,1-663-594-1588,2458309.5,2458315.5,1
Kimberli Schneider,6184216428042109495488267,1984,761.990.5356,8908630530303693289094627,"Last Mughal, The",1104,"Dalrymple, William",1795,Simon&Schuster,1-242-414-8385,2458136.5,2458145.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,5290645684429241561768482,Soft Computing & Intelligent Systems,1756,"Gupta, Madan",1790,Apress,836.632.0273,2458121.5,2458122.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,3936736315479173361387609,"Age of Wrath, The",1939,"Eraly, Abraham",1931,TMH,1-239-558-4462,2458140.5,2458178.5,1
Kimberli Schneider,6184216428042109495488267,1984,761.990.5356,5741275037128195032484538,Birth of a Theorem,1386,"Villani, Cedric",1748,Dell,+1-(172)-750-1157,2458179.5,2458196.5,1
Kayleigh Lambert,2700145311443270916061106,1975,840-831-4174,7040541105882072140191364,"Russian Journal, A",1237,"Steinbeck, John",1733,HBA,210.406.2584,2458220.5,2458226.5,1
Nickole Kennedy,9919412672346890097716227,2003,398-337-3180,4710127431002230734221800,One,1521,"Bach, Richard",1468,CRC,+1-(724)-740-6946,2458256.5,2458300.5,1
Josef Suarez,5062216475407120681295148,1997,1-833-273-5807,7174752716477771579300608,Vyakti ani Valli,1643,"Deshpande, P L",1545,MIT Press,+1-(514)-735-5947,2458155.5,2458230.5,1
Marcus Bray,0398701444116160390302808,1971,(804) 626-4214,2867462894162494104194621,Free Will,1996,"Harris, Sam",1510,Simon&Schuster,1-242-414-8385,2458224.5,2458246.5,1
Sarina Burke,0235356710463171343109006,1972,(928) 158-6622,5734479610069616409461826,Men of Mathematics,1071,"Bell, E T",1883,Picador,+1-(351)-688-5454,2458299.5,2458302.5,1
Ramiro Brown,5877521440081394399419735,2013,+1-(549)-851-9635,1324069207041677271505407,Down and Out in Paris & London,1049,"Orwell, George",1589,HarperCollins,(158) 998-2435,2458199.5,2458233.5,1
Damon Wilcox,0978988811374945714447886,1998,735-605-9155,8282800263225507455213931,"Age of Wrath, The",1507,"Eraly, Abraham",1931,Springer,(279) 282-8193,2458173.5,2458175.5,1
Delta Madden,3182092287621293391012318,1982,100-265-1517,3067982873792827871019730,Down and Out in Paris & London,1145,"Orwell, George",1589,BBC,(277) 273-2102,2458289.5,2458301.5,1
Delena Sullivan,8498351372896461272725085,2009,(045) 577-7192,1177675969980582997582715,Men of Mathematics,1599,"Bell, E T",1883,Pocket,(933) 603-7079,2458290.5,2458291.5,1
Lynna Finch,5982102087757630126641232,2017,1-572-598-9027,3625292754159356438683338,"Cathedral and the Bazaar, The",1996,"Raymond, Eric",1727,Prentice Hall,1-047-873-5865,2458259.5,2458273.5,1
Gordon Dawson,8385857141919853130101626,1997,(429) 451-2686,3857850678672009374837857,Girl who played with Fire,1591,"Larsson, Steig",1938,Transworld,1-291-560-4782,2458270.5,2458275.5,1
Edmond Odom,7597862788341531238123345,2011,601.516.3549,8076790847218857511107993,"Last Mughal, The",1418,"Dalrymple, William",1795,vikas,084-702-6767,2458202.5,2458213.5,1
Leland Weiss,8590449388533589280436070,1979,1-034-581-5266,2249030180550755492707756,Radiowaril Bhashane & Shrutika,1683,"Deshpande, P L",1545,Picador,+1-(351)-688-5454,2458248.5,2458257.5,1
Nickole Kennedy,9919412672346890097716227,2003,398-337-3180,0374150182779826034083941,"Trial, The",1076,"Kafka, Frank",1708,Orient Blackswan,552-486-8974,2458160.5,2458200.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,9040075080743595736286488,Once There Was a War,1591,"Steinbeck, John",1733,BBC,(277) 273-2102,2458289.5,2458291.5,1
Yanira Wheeler,2357667128359497769894125,1997,+1-(102)-891-7197,0346092531219501431369633,"Moon is Down, The",1974,"Steinbeck, John",1733,Prentice Hall,1-047-873-5865,2458156.5,2458164.5,1
Irvin Rivera,4756416611975552524550569,1981,(925) 773-4993,9988809630164756694833359,Down and Out in Paris & London,1343,"Orwell, George",1589,Routledge,+1-(476)-431-0927,2458273.5,2458303.5,1
Lynna Finch,5982102087757630126641232,2017,1-572-598-9027,9706876193739082182236862,Eyeless in Gaza,1713,"Huxley, Aldous",1515,HighStakes,218.696.0130,2458265.5,2458281.5,1
Mee Estes,5541978677490166708910541,1972,171-315-0011,1406063637526780065314078,Data Scientists at Work,1832,Sebastian Gutierrez,1418,Random House,502.110.3821,2458249.5,2458296.5,1
Delta Madden,3182092287621293391012318,1982,100-265-1517,2725196200795278127927345,"Winter of Our Discontent, The",1009,"Steinbeck, John",1733,vikas,084-702-6767,2458177.5,2458180.5,1
Deedra Whitfield,5929004553169235536637630,1972,1-929-909-6988,6518577374087433959590832,Batatyachi Chal,1295,Deshpande P L,1849,Elsevier,359.226.5396,2458176.5,2458205.5,1
Jc Ratliff,5590283029754282816780572,1987,+1-(448)-483-3507,2583075117316576065747092,Doctor in the Nude,1093,"Gordon, Richard",1845,Random House,502.110.3821,2458287.5,2458314.5,1
Sebastian Cohen,3793207514512264318315954,2009,130-139-3755,4710127431002230734221800,One,1521,"Bach, Richard",1468,CRC,+1-(724)-740-6946,2458197.5,2458207.5,1
Mikel Merritt,9453203636282874762776000,1987,507.908.3739,9048343538841502827064508,Free Will,1808,"Harris, Sam",1510,TMH,1-239-558-4462,2458134.5,2458161.5,1
Donetta Mcdonald,9610688376985651779371613,1971,1-428-201-3380,1153336886226175654097549,"Computer Vision, A Modern Approach",1674,"Forsyth, David",1826,Routledge,+1-(476)-431-0927,2458198.5,2458212.5,1
Louie Kirk,3091734774841364634443101,1990,+1-(849)-040-3851,8963115960291780477075482,"Idiot, The",1787,"Dostoevsky, Fyodor",1591,Mauj,(281) 493-2802,2458240.5,2458275.5,1
Bernetta Hewitt,7462062715787506691998431,2003,+1-(272)-958-2247,3241226077835932559010265,Clash of Civilizations and Remaking of the World Order,1841,"Huntington, Samuel",1917,HBA,210.406.2584,2458194.5,2458195.5,1
Meg Preston,4325970820176813063340730,2000,405.825.7924,5332761816871876884554038,"Complete Mastermind, The",1799,BBC,1769,Hyperion,882.640.9487,2458222.5,2458254.5,1
France Tucker,0591816218593958416466566,1998,1-755-712-2238,8450550702442586934786055,Python for Data Analysis,1412,"McKinney, Wes",1430,Penguin,824.149.4511,2458205.5,2458223.5,1
Irvin Rivera,4756416611975552524550569,1981,(925) 773-4993,6971889683438890737949538,Dongri to Dubai,1010,"Zaidi, Hussain",1506,O'Reilly,1-122-313-8760,2458125.5,2458128.5,1
Leland Weiss,4299571220394167018668767,2013,913-870-1645,1153336886226175654097549,"Computer Vision, A Modern Approach",1674,"Forsyth, David",1826,Routledge,+1-(476)-431-0927,2458142.5,2458192.5,1
Louie Kirk,3091734774841364634443101,1990,+1-(849)-040-3851,1591347744136122945303580,Empire of the Mughal - Ruler of the World,1639,"Rutherford, Alex",1765,Orient Blackswan,552-486-8974,2458162.5,2458171.5,1
Leland Weiss,6667855752812298210597600,1974,1-430-603-4231,6493329546615235325010355,Making Software,1927,"Oram, Andy",1583,Pocket,(933) 603-7079,2458122.5,2458125.5,1
Gregory Weeks,2434077194010219727211403,2006,1-987-121-2418,7356664314707620319607279,Philosophy: Who Needs It,1764,"Rand, Ayn",1805,CRC,+1-(724)-740-6946,2458301.5,2458313.5,1
Karmen Knox,1532751081865920834277724,1991,(574) 470-3461,9602041002420031805638991,Tales of Beedle the Bard,1592,"Rowling, J K",1665,HighStakes,218.696.0130,2458237.5,2458242.5,1
Isaiah Beck,7803288748820769600627526,2016,762.624.1992,2204979266234280319639465,"Nature of Statistical Learning Theory, The",1003,"Vapnik, Vladimir",1452,Simon&Schuster,1-242-414-8385,2458223.5,2458262.5,1
Erik Daugherty,4365231141253166525953820,1976,1-944-254-5205,4245573969316248213923951,"Moon and Sixpence, The",1768,"Maugham, William S",1611,HBA,210.406.2584,2458145.5,2458164.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,2906995827506374429929002,Urlasurla,1764,Deshpande P L,1849,Wiley,024-858-6102,2458132.5,2458139.5,1
Delta Madden,3182092287621293391012318,1982,100-265-1517,6036928438329575046252096,"Moon is Down, The",1580,"Steinbeck, John",1733,BBC,(277) 273-2102,2458255.5,2458318.5,1
Emery Byrd,6559549596782707989229204,1971,(463) 978-2687,5524927040852878985675215,Introduction to Algorithms,1213,"Cormen, Thomas",1869,Penguin,824.149.4511,2458300.5,2458318.5,1
Lynwood Reeves,0907606975184617701246876,1999,052-558-9557,2262257334951656806367768,Superfreakonomics,1918,"Dubner, Stephen",1810,Hyperion,882.640.9487,2458246.5,2458252.5,1
Efrain Snider,1924305381240284244694618,2004,392-156-2895,5546357138434929341282042,Girl who played with Fire,1328,"Larsson, Steig",1938,Wiley,024-858-6102,2458167.5,2458190.5,1
Marcus Bray,0398701444116160390302808,1971,(804) 626-4214,6202628460726967379250742,"Pillars of the Earth, The",1957,"Follett, Ken",1559,Orient Blackswan,552-486-8974,2458243.5,2458248.5,1
Damon Wilcox,0978988811374945714447886,1998,735-605-9155,8381987145952843198543138,"Story of Philosophy, The",1665,"Durant, Will",1782,Random,+1-(530)-757-4100,2458124.5,2458143.5,1
Nickole Kennedy,9919412672346890097716227,2003,398-337-3180,1341406182730564806048481,New Markets & Other Essays,1547,"Drucker, Peter",1512,Apress,836.632.0273,2458162.5,2458188.5,1
Bernetta Hewitt,7462062715787506691998431,2003,+1-(272)-958-2247,3671738468795660339519946,Data Structures Using C & C++,1950,"Tanenbaum, Andrew",1536,Routledge,+1-(476)-431-0927,2458173.5,2458178.5,1
Galen Avila,5787305952412130995298711,1971,1-214-659-0713,7772402744851549952163851,Structure & Interpretation of Computer Programs,1570,"Sussman, Gerald",1538,CRC,+1-(724)-740-6946,2458166.5,2458174.5,1
Matt Hurst,3241180046098034750673298,2016,(506) 673-5347,9338661588822368018087118,"Age of Wrath, The",1035,"Eraly, Abraham",1931,Jaico,253.778.3477,2458267.5,2458291.5,1
Jewell Lyons,3674481301646116839144082,2010,357.200.5882,9988809630164756694833359,Down and Out in Paris & London,1343,"Orwell, George",1589,Routledge,+1-(476)-431-0927,2458137.5,2458140.5,1
Irvin Rivera,4756416611975552524550569,1981,(925) 773-4993,4911518981751704919993664,Half A Life,1222,"Naipaul, V S",1981,Hyperion,882.640.9487,2458137.5,2458158.5,1
Jere Walker,8086577402953859803185252,2006,(803) 887-2176,5122013651697667612844024,In a Free State,1244,"Naipaul, V. S.",1867,Elsevier,359.226.5396,2458129.5,2458133.5,1
Erik Daugherty,4365231141253166525953820,1976,1-944-254-5205,0681599042776708398779695,Superfreakonomics,1800,"Dubner, Stephen",1810,Pan,1-663-594-1588,2458140.5,2458159.5,1
Alton Stokes,3417298192108140969606917,1999,228.343.5668,9014883801409864038199996,"Judge, The",1788,Mark Jacobson,1458,Simon&Schuster,1-242-414-8385,2458177.5,2458187.5,1
Gregory Weeks,2434077194010219727211403,2006,1-987-121-2418,9624320277719727643583563,"Justice, Judiciary and Democracy",1290,"Ranjan, Sudhanshu",1792,TMH,1-239-558-4462,2458129.5,2458131.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,9185879282803936700567661,Birth of a Theorem,1519,"Villani, Cedric",1748,Bodley Head,(172) 571-4178,2458124.5,2458151.5,1
Donetta Mcdonald,9610688376985651779371613,1971,1-428-201-3380,3857850678672009374837857,Girl who played with Fire,1591,"Larsson, Steig",1938,Transworld,1-291-560-4782,2458143.5,2458156.5,1
Garth Blackburn,0012895473680358600836468,2016,474.213.3903,4224334411695014203614540,Uncommon Wisdom,1640,"Capra, Fritjof",1934,Mauj,(281) 493-2802,2458186.5,2458190.5,1
Sydney Richmond,4022335375794614600991850,1989,(836) 884-0853,7214864044527824242711996,Crime and Punishment,1558,"Dostoevsky, Fyodor",1591,FreePress,890.262.9357,2458285.5,2458302.5,1
Josef Suarez,5062216475407120681295148,1997,1-833-273-5807,7635691442655480081836541,Half A Life,1501,"Naipaul, V S",1981,Rupa,695-251-0415,2458290.5,2458303.5,1
Irvin Rivera,4756416611975552524550569,1981,(925) 773-4993,1192352929435025667426746,History of Western Philosophy,1622,"Russell, Bertrand",1901,Picador,+1-(351)-688-5454,2458128.5,2458143.5,1
Edmond Odom,7597862788341531238123345,2011,601.516.3549,1204165932039301005698145,Once There Was a War,1984,"Steinbeck, John",1733,Elsevier,359.226.5396,2458266.5,2458268.5,1
Sydney Richmond,4022335375794614600991850,1989,(836) 884-0853,8259127683865101566214081,Jim Corbett Omnibus,1036,"Corbett, Jim",1667,Bodley Head,(172) 571-4178,2458182.5,2458217.5,1
Gerald Roberts,9960311807383440268126404,1978,861.515.6683,1448410956312984879038011,"Moon is Down, The",1700,"Steinbeck, John",1733,TMH,1-239-558-4462,2458272.5,2458289.5,1
Yanira Wheeler,1195094781883833145765974,2015,248-054-7644,5858789449444563137964822,Textbook of Economic Theory,1955,"Stonier, Alfred",1849,Simon&Schuster,1-242-414-8385,2458197.5,2458198.5,1
Karmen Knox,1532751081865920834277724,1991,(574) 470-3461,0303393240377432566755467,Down and Out in Paris & London,1998,"Orwell, George",1589,Bodley Head,(172) 571-4178,2458254.5,2458293.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,9223232278084862211340112,"Artist and the Mathematician, The",1930,"Aczel, Amir",1921,Prentice Hall,1-047-873-5865,2458273.5,2458282.5,1
Josef Suarez,5062216475407120681295148,1997,1-833-273-5807,2603004395687050598637402,Freedom at Midnight,1900,"Lapierre, Dominique",1804,MIT Press,+1-(514)-735-5947,2458180.5,2458187.5,1
Dusti Pate,3619920604129964426583825,1983,1-033-501-1943,4416589389690793081538242,"Raisin in the Sun, A",1737,"Hansberry, Lorraine",1966,Penguin,824.149.4511,2458173.5,2458178.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,6211534864635271132436579,Data Structures Using C & C++,1429,"Tanenbaum, Andrew",1536,Penguin,824.149.4511,2458238.5,2458286.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,3524937359672435729699971,Angels & Demons,1411,"Brown, Dan",1404,Springer,(279) 282-8193,2458158.5,2458159.5,1
Mikel Merritt,9453203636282874762776000,1987,507.908.3739,2352610464613094304227652,Data Mining Handbook,1284,"Nisbet, Robert",1538,FreePress,890.262.9357,2458291.5,2458304.5,1
Ethyl Huber,2170456213913206867221432,1981,1-171-535-4717,1824761261240967736918991,Empire of the Mughal - Brothers at War,1305,"Rutherford, Alex",1765,Springer,(279) 282-8193,2458242.5,2458281.5,1
Garth Blackburn,8005796751781743312139795,1986,260.205.7469,9967918354306948092421756,Angels & Demons,1647,"Brown, Dan",1404,Jaico,253.778.3477,2458212.5,2458213.5,1
Marcus Bray,0398701444116160390302808,1971,(804) 626-4214,8107190841209006545597611,Power Electronics,1223,"Mohan, Ned",1977,Simon&Schuster,1-242-414-8385,2458231.5,2458236.5,1
Matt Hurst,3241180046098034750673298,2016,(506) 673-5347,9912366333765680620871777,Char Shabda,1609,"Deshpande, P L",1545,Picador,+1-(351)-688-5454,2458274.5,2458289.5,1
Ethyl Huber,2170456213913206867221432,1981,1-171-535-4717,8076790847218857511107993,"Last Mughal, The",1418,"Dalrymple, William",1795,vikas,084-702-6767,2458277.5,2458311.5,1
Efrain Snider,1924305381240284244694618,2004,392-156-2895,7193971650889864069403462,On Education,1575,"Russell, Bertrand",1901,Jaico,253.778.3477,2458270.5,2458295.5,1
Martin Lowe,7000578059379359669442274,1997,+1-(477)-925-1033,3105578606196843108265402,Unpopular Essays,1628,"Russell, Bertrand",1901,Hyperion,882.640.9487,2458283.5,2458315.5,1
Asa Small,9637502981006384207558569,1971,1-240-960-8564,0000598019525803034955452,Superfreakonomics,1774,"Dubner, Stephen",1810,Random House,502.110.3821,2458129.5,2458183.5,1
Barney Hart,5128664476629915847604278,1982,959.342.6988,1824761261240967736918991,Empire of the Mughal - Brothers at War,1305,"Rutherford, Alex",1765,Springer,(279) 282-8193,2458208.5,2458214.5,1
Emelia Bryan,4676965825837310239279272,1972,(971) 534-8744,0934989500350616404961333,Python for Data Analysis,1902,"McKinney, Wes",1430,Transworld,1-291-560-4782,2458287.5,2458310.5,1
Meg Preston,4325970820176813063340730,2000,405.825.7924,8547559881460840864604077,Asami Asami,1528,"Deshpande, P L",1545,Random House,502.110.3821,2458132.5,2458146.5,1
Jc Ratliff,5590283029754282816780572,1987,+1-(448)-483-3507,5379710385700500384763853,"Life in Letters, A",1371,"Steinbeck, John",1733,Fontana,326.658.5696,2458181.5,2458232.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,6482685464497031458745641,Data Analysis with Open Source Tools,1318,"Janert, Phillip",1622,Dell,+1-(172)-750-1157,2458128.5,2458153.5,1
France Odom,1654932546761794379116424,1981,1-589-940-8952,8446912792505411540193674,Girl with the Dragon Tattoo,1793,"Larsson, Steig",1938,Wiley,024-858-6102,2458126.5,2458139.5,1
Lynwood Reeves,0907606975184617701246876,1999,052-558-9557,3067982873792827871019730,Down and Out in Paris & London,1145,"Orwell, George",1589,BBC,(277) 273-2102,2458271.5,2458288.5,1
Debera O'brien,6214363074495132443186434,1970,514-466-6139,5143668715464881484101164,Bookless in Baghdad,1802,"Tharoor, Shashi",1790,Simon&Schuster,1-242-414-8385,2458271.5,2458284.5,1
Kayleigh Lambert,2700145311443270916061106,1975,840-831-4174,9816255664662313754875318,Burning Bright,1796,"Steinbeck, John",1733,Pocket,(933) 603-7079,2458197.5,2458242.5,1
Damon Wilcox,0978988811374945714447886,1998,735-605-9155,2618337536929695933334385,Statistical Learning Theory,1541,"Vapnik, Vladimir",1452,HarperCollins,(158) 998-2435,2458289.5,2458298.5,1
Alonzo Crawford,3941136294053688766036728,1981,1-811-700-9337,0738062030388175619291479,"Social Choice & Welfare, Vol 39 No. 1",1867,Various,1661,Picador,+1-(351)-688-5454,2458127.5,2458136.5,1
